Alloy name (composition),Phase (if known),FCC,BCC,Im,HCP,sigma,Processing (if known),Processing (Binary),Reference,Hardness (HV),Yield strength (MPa),Tensile strength (MPa),Elongation (ductility) %,Compressive strength (MPa),Plasticity  (ductility) %,delete,duplicate
CoFeMo0.4NiV,FCC + Im,1,0,1,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,402,,,,,,,
CoFeMo0.6NiV,FCC + Im,1,0,1,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,557,,,,,,,
CoFeMo0.8NiV,FCC + Im,1,0,1,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,606,,,,,,,
CoFeMoNi1.2V,FCC + Im,1,0,1,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,602,,,,,,,
CoFeMoNi1.4V,FCC + Im,1,0,1,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,538,,,,,,,
CoFeMoNi1.6V,FCC + Im,1,0,1,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,520,,,,,,,
CoFeMoNi1.8V,FCC + Im,1,0,1,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,510,,,,,,,
CoFeMoNi2V,FCC + Im,1,0,1,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,382,,,,,,,
CoFeMoNiTiVZr,,NA,NA,NA,NA,NA,,NA,https://doi.org/10.1016/j.dib.2018.11.111,790,,,,,,,
CoFeMoNiV,FCC + Im,1,0,1,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,625,,,,,,,
CoFeNiSi0.25,FCC,1,0,0,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,149,,,,196,,,
CoFeNiSi0.5,FCC + Im,1,0,1,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,287,,,,476,,,
CoFeNiSi0.75,FCC + Im,1,0,1,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,570,,,,1301,,,
CoMnNi,FCC,1,0,0,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,,231,653,38,,,,
CrCuFeMnNi,FCC + BCC,1,1,0,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,296,,,,,,,
CrCuFeMoNi,FCC,1,0,0,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,263,,,,,,,
CrFeCoNiCuTi0.5,,NA,NA,NA,NA,NA,,NA,dx.doi.org/10.1016/j.matchar.2016.02.018,,,,,700,21,,
CrHfNbTiZr,BCC + lm,0,1,0,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,464,,,,1375,3,,
CrMo0.5NbTa0.5TiZr,BCC + Im,0,1,1,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,540,,,,1595,5,,
CrNbTiZr,BCC + Im,0,1,1,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,418,,,,1260,6,,
CuFeNiTiVZr,,NA,NA,NA,NA,NA,,NA,https://doi.org/10.1016/j.dib.2018.11.111,590,,,,,,,
FeCoCrNiMnAl0.1 ,,NA,NA,NA,NA,NA,,NA,missing ref,432,,,,2086,12.6,y,
FeCoCrNiMnAl0.3 ,,NA,NA,NA,NA,NA,,NA,missing ref,511,,,,2341,4.9,y,
FeCoCrNiMnAl0.5 ,,NA,NA,NA,NA,NA,,NA,missing ref,553,,,,2376,3.8,y,
FeCoCrNiMnAl0.7 ,,NA,NA,NA,NA,NA,,NA,missing ref,622,,,,2552,1.69,y,
FeMn30Al10C1.57Cr2.3Si0.3,FCC,1,0,0,0,0,,NA,https://doi.org/10.1016/j.jallcom.2021.162028 ,,954.99,1043.56,34.21,,,,
FeMn30Al10C1.57Cr2.3Si0.3Ti0.3,FCC,1,0,0,0,0,,NA,https://doi.org/10.1016/j.jallcom.2021.162028 ,,947.21,1056.43,27.75,,,,
FeMn30Al10C1.57Cr2.3Si0.3Ti0.6,FCC,1,0,0,0,0,,NA,https://doi.org/10.1016/j.jallcom.2021.162028 ,,1031.75,1158.55,23.96,,,,
FeMn30Al10C1.57Cr2.3Si0.3Ti0.9,FCC,1,0,0,0,0,,NA,https://doi.org/10.1016/j.jallcom.2021.162028 ,,1075.22,1113.65,21.01,,,,
FeMnNi,FCC,1,0,0,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,,221,602,36,,,,
FeMoNiTiVZr,BCC + Im,0,1,1,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,740,,,,,,,
Hf0.5Mo0.5NbSi0.1TiZr,BCC + Im,0,1,1,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,442,,,,1365,28,,
Hf0.5Mo0.5NbSi0.3TiZr,BCC + Im,0,1,1,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,494,,,,1428,23,,
Hf0.5Mo0.5NbSi0.5TiZr,BCC + Im,0,1,1,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,524,,,,1605,23,,
Hf0.5Mo0.5NbSi0.7TiZr,BCC + Im,0,1,1,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,580,,,,1604,12,,
Hf0.5Mo0.5NbSi0.9TiZr,BCC + Im,0,1,1,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,640,,,,1677,9,,
Hf0.5Mo0.5NbTiZr,BCC + Im,0,1,1,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,400,,,,1178,25,,
Hf0.5Mo0.5NbTiZrC0.1,BCC + lm,0,1,0,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,,,,,1183,38,,
Hf0.5Mo0.5NbTiZrC0.3,BCC + lm,0,1,0,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,,,,,1201,33,,
Hf0.5Nb0.5Ta0.5Ti1.5Zr,BCC,0,1,0,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,301,903,990,19,,,,
HfMo0.25NbTaTiZr,BCC,0,1,0,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,395,,,,1112,50,,
HfMo0.5NbTaTiZr,BCC,0,1,0,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,480,,,,1317,50,,
HfMo0.75NbTaTiZr,BCC,0,1,0,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,492,,,,1373,50,,
HfMoNbZrTi,BCC,0,1,0,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,,,,,1803,10,,
HfMoTaTiZr,BCC,0,1,0,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,542,,,,1600,4,,
HfNbSi0.5TiV,BCC + lm,0,1,0,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,490,,,,1399,11,,
HfNbSi0.5TiVZr,BCC + lm,0,1,0,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,464,,,,1540,17,,
HfNbTaZr,BCC,0,1,0,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,365,,,,1315,,,
HfNbTiVZr,BCC + lm,0,1,0,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,388,,,,1170,30,,
HfNbTiVZr ,FCC,1,0,0,0,0,,NA,https://doi.org/10.1016/j.surfcoat.2021.128005 ,9200,,,,,,,
HfNbTiZr,BCC,0,1,0,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,,879,969,15,,,,
Mo0.3NbTiVZr,BCC,0,1,0,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,,,,,1289,42,,
Mo0.5Nb1.5Hf0.5ZrTi1.5Al0.2Cr0.2Si0.75 ,BCC,0,1,0,0,0,,NA,https://doi.org/10.1016/j.ijrmhm.2021.105723,,1792,,,2146,10.6,,
Mo0.5Nb1.5Hf0.5ZrTi1.5Al0.5Cr0.5B0.3C0.05 ,BCC,0,1,0,0,0,,NA,https://doi.org/10.1016/j.ijrmhm.2021.105723 ,,1821,,,1966,12.55,,
Mo0.5NbTiVZr,BCC,0,1,0,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,,,,,1473,32,,
Mo0.7NbTiVZr,BCC,0,1,0,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,,,,,1706,32,,
Mo1.3NbTiVZr,BCC,0,1,0,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,,,,,1496,30,,
Mo1.5Nb1.5Hf0.3Zr0.5Ti1.5C0.2B0.1Si0.1 ,BCC,0,1,0,0,0,,NA,https://doi.org/10.1016/j.ijrmhm.2021.105723 ,,1613,,,2183,25.13,,
Mo1.5NbTiVZr,BCC,0,1,0,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,,,,,1603,20,,
Mo1.7NbTiVZr,BCC,0,1,0,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,,,,,1645,15,,
Mo2NbTiVZr,BCC,0,1,0,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,,,,,1765,12,,
Mo32Ta21W47 ,FCC,1,0,0,0,0,,NA,https://doi.org/10.1016/j.surfcoat.2021.128005 ,20200,,,,,,,
MoNb1.5Hf0.3Zr0.5Ti1.5Al0.2Cr0.2C0.05B0.05Si0.05 ,BCC,0,1,0,0,0,,NA,https://doi.org/10.1016/j.ijrmhm.2021.105723 ,,1322,,,1652,19.17,,
MoNb1.5Hf0.5Zr0.5Ti1.5Al0.2Cr0.2C0.2 ,BCC,0,1,0,0,0,,NA,https://doi.org/10.1016/j.ijrmhm.2021.105723 ,,1461,,,2057,23.89,,
MoNbTaV,BCC,0,1,0,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,504,,,,1525,21,,
MoNbTaVW,BCC,0,1,0,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,536,,,,1246,2,,
MoNbTaW,BCC,0,1,0,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,454,,,,1058,2,,
MoNbTiV,BCC,0,1,0,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,441,,,,1200,26,,
MoNbTiV0.25Zr,BCC,0,1,0,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,,,,,1776,30,,
MoNbTiV0.50Zr,BCC,0,1,0,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,,,,,1647,28,,
MoNbTiV0.75Zr,BCC,0,1,0,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,,,,,1708,29,,
MoNbTiV1.0Zr,BCC,0,1,0,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,,,,,1786,26,,
MoNbTiV1.5Zr,BCC,0,1,0,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,,,,,1735,20,,
MoNbTiV2.0Zr,BCC,0,1,0,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,,,,,1538,23,,
MoNbTiV3.0Zr,BCC,0,1,0,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,,,,,1418,24,,
MoNbTiVZr,BCC,0,1,0,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,,,,,1779,32,,
MoNbTiZr,BCC,0,1,0,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,,,,,1592,34,,
NbTaTiV,BCC,0,1,0,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,,,,,1092,,,
NbTaTiVW,BCC+HCP,0,1,0,1,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,447,,,,1420,20,,
NbTaVW,BCC,0,1,0,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,492,,,,1530,12,,
NbTiV0.3Mo0.5,BCC,0,1,0,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,,,,,1301,43,,
NbTiV0.3Mo0.7,BCC,0,1,0,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,,,,,1436,27,,
NbTiV0.3Mo1.3,BCC,0,1,0,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,,,,,1603,20,,
NbTiV0.3Mo1.5,BCC,0,1,0,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,,,,,1576,8,,
NbTiV0.3Zr,BCC,0,1,0,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,,,,,866,45,,
NbTiV2Zr,BCC,0,1,0,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,304,,,,918,50,,
Ni43Mn46Sn11,,NA,NA,NA,NA,NA,,NA,dx.doi.org/10.1016/j.scriptamat.2013.11.009,,,,,556,2.4,,
Ni43Mn46Sn11C2,,NA,NA,NA,NA,NA,,NA,dx.doi.org/10.1016/j.scriptamat.2013.11.009,,,,,731,2.7,,
Ni43Mn46Sn11C4,,NA,NA,NA,NA,NA,,NA,dx.doi.org/10.1016/j.scriptamat.2013.11.009,,,,,995,3.2,,
Ni43Mn46Sn11C8,,NA,NA,NA,NA,NA,,NA,dx.doi.org/10.1016/j.scriptamat.2013.11.009,,,,,1016,3.25,,
Ti0.25NbMoTaW,BCC,0,1,0,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,478.3,,,,1109,2.5,,
Ti0.5NbMoTaW,BCC,0,1,0,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,481.2,,,,1211,5.9,,
Ti0.75NbMoTaW,BCC,0,1,0,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,495.6,,,,1305,8.4,,
TiNbMoTaW,BCC,0,1,0,0,0,,NA,https://doi.org/10.1016/j.dib.2018.11.111,507.5,,,,1455,11.5,,
ZrNbTaTiW ,FCC,,,,,,,NA,https://doi.org/10.1016/j.surfcoat.2021.128005 ,11500,,,,,,,
